cardId,dbfId,name,cardSet,type,faction,rarity,cost,runeCost,attack,health,durability,spellSchool,text,flavor,artist,collectible,elite,race,img,imgGold,locale
GIL_817,48107,The Glass Knight,The Witchwood,Minion,,Legendary,4,,4,3,,,"[x]<b>Divine Shield</b>\nWhenever you restore Health,\ngain <b>Divine Shield</b>.","She seems scary, but she's got a glass jaw.",Matt Dixon,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e42bf3b0d9b328ab84916836821ed398ab72d15a0078693176a3976246ae6c97.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6599ff4ee1fbbf6a0be7b4930c423d771f8021c1c82bcb370ab3ce401a70796.png,enUS
GIL_583,47138,Totem Cruncher,The Witchwood,Minion,,Epic,4,,2,3,,,<b>Taunt</b>\n<b>Battlecry:</b> Destroy your Totems. Gain +2/+2 for each destroyed.,When regular totem hours won't cut it.,Matt Dixon,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/541ab4bb4ffce1df67d06551572b585c4249f314b82c4f9cb6b805941221dc35.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c1d2c7ede32960c4d5ad7d80377eb4a7a0dc0c0a64182da9b156c38445e326f.png,enUS
GIL_607,47256,Toxmonger,The Witchwood,Minion,,Epic,4,,2,4,,,"[x]Whenever you play a 1-Cost\nminion, give it <b>Poisonous</b>.",Not all spiders are born poisonous. That's where he comes in.,Tyler West Studio,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/05ddf02ac22674ae311e2cadf9c5cc9b17cfe5a884320515befc6313b68631e8.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c831f7b15bccdda4780fe9218385b5f515f65cead515069972c30c0b3e354bd3.png,enUS
GIL_809,47895,Unpowered Steambot,The Witchwood,Minion,,Common,4,,0,9,,,<b>Taunt</b>,Overpowered Steambot got nerfed.,Phil Saunders,True,,Mech,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/434a51b43215393413e21f42a9ddedcfb3ca2a9d2eb7260b30c33144fda367ed.png,,enUS
GIL_664,47554,Vex Crow,The Witchwood,Minion,,Common,4,,3,3,,,"Whenever you cast a spell, summon a random\n2-Cost minion.","As birds of ill omen, these crows often summon Doomsayers.",A. J. Nazzaro,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3bfa742e97065ba9d3ba25b16c246239fb290e2d32d69ee4e7fb36517fa5d055.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fa135bd5d00061778828eefc6296667f5bd2ccfb9ff47911b6b356caf6cbc0f.png,enUS
GIL_687,47625,WANTED!,The Witchwood,Spell,,Epic,4,,,,,,"Deal $3 damage to a minion. If that kills it, add a Coin to your hand.",Wanted: Dead or Undead.,Konstantin Turovec,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2132b265ea34f685848fffa674beaa19eb6200dd02fa08b6ce93bb39506ad487.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d22134a3e70b823c634257ed07ad4d714171b7ee15c93b8842f747cb8ae07c14.png,enUS
GIL_518,46940,Wing Blast,The Witchwood,Spell,,Rare,4,,,,,,"Deal $4 damage to a minion. If a minion died this turn, this costs (1).",Emeriss uses Wing Blast.  It's super effective!,Zoltan Boros,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/992175bce3c3dea8fc42f5c5ac458c45745a3f7737ff6706b5790a26069ea7a2.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d2686fd1c20fa62a07b90ef110090c420f32bb254b38d5f1a41141036d139ad.png,enUS
GIL_553,47063,Wispering Woods,The Witchwood,Spell,,Epic,4,,,,,Nature,[x]Summon a 1/1 Wisp for\neach card in your hand.,We didn't actually fire the guy who named Dark Wispers.,Max Grecke,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7e66155220533468f80baa59d28664120a9135fcb3fe484e84085e1fec1d6c6.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/27dec568f6ce51b654c586d9429dbe474e8807119fae0791717b3b141fc131a2.png,enUS
GIL_584,47142,Witchwood Piper,The Witchwood,Minion,,Rare,4,,3,3,,,[x]<b>Battlecry:</b> Draw the lowest\nCost minion from your deck.,"She rids villages of annoying pests, like rats and children.",Ursula Dorada,True,,Demon,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b772c64f569e2975fefd61867d641a11b80ac1d1dbcae06bb78254a447aa719.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5a7c3494627560d77540a13c61aa5f601a4e28ee61655bd9ad0208544ff45fe.png,enUS
GIL_507,46903,Bewitched Guardian,The Witchwood,Minion,,Rare,5,,4,1,,,[x]<b>Taunt</b>\n<b>Battlecry:</b> Gain +1 Health\n_for each card in your hand._,Amwitched. Beingwitched. Beenwitched.,L. Lullabi & K. Turovec,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bea15f5f9c8e87a8d4026942208509fc8b2dbae9b485d979cacb6fe2c1782d3.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a37ac3a7500e83afbb5e2e56d25db37b2a6c2fb85659e33a8255587a63fa82ca.png,enUS
GIL_645,47438,Bonfire Elemental,The Witchwood,Minion,,Rare,5,,5,5,,,"<b>Battlecry:</b> If you played an_Elemental last turn, draw a card.",Next step: Marshmallow elementals.,Konstantin Turovec,True,,Elemental,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/714690457dc63fb40f70570e6c8fb697ecb8ac680b81ddf301d19ce79c190b43.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a98eeddb788c02f4c2fc1beb7fa0e01a6439d27516ee201c40f16b8ed8df3d24.png,enUS
GIL_905,48902,Carrion Drake,The Witchwood,Minion,,Rare,5,,3,7,,,"<b>Battlecry:</b> If a minion died this turn, gain <b>Poisonous</b>.",Fits easily into overhead luggage bins.,Steve Prescott,True,,Dragon,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c3a5521c6113f59781342491953fbb2c4ada2c4756ef8f346dbcad19a09cd0c.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d50d3c3b1ef91c97cb024395beec7a26621a40bb219274312d22204624273cf.png,enUS
GIL_648,47458,Chief Inspector,The Witchwood,Minion,,Rare,5,,4,6,,,<b>Battlecry:</b> Destroy all enemy <b>Secrets</b>.,"Empty your pockets, I know you’ve got a Wandering Monster in there!",Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70b652d2b05113f211d2112a8a80733dd072ec2056d008f52e63472b2e59ecbb.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f88fc50c55346225a1fcfe93cfbf06c86f7f63723b4c9804b19bfd39c4f1e1cd.png,enUS
GIL_646,47439,Clockwork Automaton,The Witchwood,Minion,,Common,5,,4,4,,,Double the damage and_healing of your Hero_Power.,"Most mechs are pretty chill, but this one is all wound up.",Zoltan Boros,True,,Mech,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b70747b627d8b34c56472f2c9238c4dec12caa8407f10272ef85d9cffc74b062.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/20b22fd12aa5036dd43410bd171948621b09b67b1f8deb3a73d555f5a1a9c9ac.png,enUS
GIL_640,47429,Curio Collector,The Witchwood,Minion,,Rare,5,,4,4,,,"Whenever you draw a card, gain +1/+1.",Experts worry that curios are a gateway to face-collecting.,Alex Konstad,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc5d4d5aa28eb75a25844e0f65e3d08fe9f8ea9f0e5467d1e13ba1e633d9c0db.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df74bedf37cec0b725f1c9da55cdb0484b2b13b62c304fc93da253d4d13a885c.png,enUS
GIL_547,47053,Darius Crowley,The Witchwood,Minion,,Legendary,5,,4,5,,,"[x]<b>Rush</b>\nAfter this attacks and kills\na minion, gain +2/+2.","You either die a villain, or live long enough to see yourself become the hero.",Arthur Bozonnet,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce5d4c6c3b6198c9165c39fb6c87081e5f9d53ad33740c89b4a150cdad339c8f.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c435fc5c7b5fa9ae9c1d35db1267118cfee26f5e42c60d0563782e0ef37b4657.png,enUS
GIL_565,47085,Deathweb Spider,The Witchwood,Minion,,Epic,5,,4,6,,,"<b>Battlecry:</b> If your hero\ntook damage this turn, gain <b>Lifesteal</b>.",The itsy bitsy spiders climbed up the village wall. Then came the witch and the spiders ate them all.,Konstantin Turovec,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/239f279325aa008dd5cb59365816d05a331f5504f3a012263a66d97addcf25ea.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5756c1e958c32cee590df29d13dc3b090fec2f3ee5b349fddfd9964ad1d1ec7e.png,enUS
GIL_620,47298,Dollmaster Dorian,The Witchwood,Minion,,Legendary,5,,2,6,,,"Whenever you draw a minion, summon a 1/1 copy of it.",The children were puzzled by the scratches covering the insides of their toy-boxes.,J. Axer,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0895cbf3de823599e20a070f7e09584811656b00ad90f07a59b4bae2d02e0b8d.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13150bb2fa7c8181c6851b0cd7db80664c317c8a1a6b8a4bc1824a8f0ff2a217.png,enUS
GIL_800,47819,Duskfallen Aviana,The Witchwood,Minion,,Legendary,5,,3,7,,,"On each player's turn, the first card played costs (0).","Someone called her ""Tweety"". She didn't take it well.",Glenn Rane,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4b510a9559bb458d463dadbffe8b8052d02680b2edd33ebc43ed61ffee809d90.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a62522b4e58ff158cdb7ee955ed408134f471cbc38888ecae5d393f97120388.png,enUS
GIL_655,47516,Festeroot Hulk,The Witchwood,Minion,,Rare,5,,2,7,,,"After a friendly minion attacks, gain +1 Attack.",Tree puns arboring.,Evgeniy Dlinnov,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b710d38627b7f4c820b8b51ae99bc48d8a1cb10d8a3f8fc456d0bc0b3e097e6.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61df97206bf6806e747043dafe6def6bbb91d4311c29505b3320ac36926b2476.png,enUS
GIL_545,47051,Ghostly Charger,The Witchwood,Minion,,Common,5,,3,4,,,<b>Divine Shield</b>\n<b>Rush</b>,Maybe we should have called him Ghostly Rusher.,Zoltan Boros,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f11ec87defd6744b6caae88de3ca2f0df971c629eb5e9b0896b19eb0af4cd75.png,,enUS
GIL_837,48444,Glitter Moth,The Witchwood,Minion,,Epic,5,,4,4,,,"<b>Battlecry:</b> If your deck has only odd-Cost cards, double the Health of your other minions.",Some moths are attracted to flame. This one's attracted to disco.,Bill Ruan,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/535fef6a92aa42859f7abbbcaf55965ee799cba96da6850cab75500aeb1f0959.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76ee1a48df9ca78ffcd5b4a4c5637ee0e67cff696a74db22f2d4ad49c4caf31b.png,enUS
GIL_130,46680,Gloom Stag,The Witchwood,Minion,,Epic,5,,2,6,,,"<b>Taunt</b>\n<b>Battlecry:</b> If your deck has only odd-Cost cards, gain +2/+2.","Majestic. Ethereal. Still pretty down in the dumps, though.",Jerry Mascho,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f40de29bb85160c35f839bfaa1e37f9d6b414e72def3fbdc7af90d8f2ac37aa.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79d3b64ba4bc22a0323c39898d4c77da4bf7a3a056b3c5e39e7df42fc16c7679.png,enUS
GIL_134,46694,Holy Water,The Witchwood,Spell,,Rare,5,,,,,Holy,"Deal $4 damage to a minion. If that kills it, add a copy of it to your_hand.","For a healthier option, try Holy Water: Zero.",Vladimir Kafanov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/71c8bc94f099fad5fca768630e439b3f401a878e1a34e5b78d98c706447c8abf.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7c6ac738bfa1a535eebe32155356ee70615d17081c3dcf6be0dd12498c8d45c.png,enUS
GIL_682,47606,Muck Hunter,The Witchwood,Minion,,Epic,5,,5,8,,,<b>Rush</b>\n<b>Battlecry:</b> Summon two 2/1_Mucklings for your opponent.,You think your job mucks.,Pior Oberson,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86b766e280903bc9a8facd4b7fcb99dc31caddc53da1075dd7b96e556b22b324.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1558bf0cbd2c6718554c8fa565aca60df7109a76cd41b9c274f68a04f1521e41.png,enUS
GIL_694,47696,Prince Liam,The Witchwood,Minion,,Legendary,5,,5,5,,,[x]<b>Battlecry:</b> Transform all\n1-Cost cards in your deck\n_into <b>Legendary</b> minions.,"""I have a very particular set of skills. Skills that make me a nightmare for witches like you.""",James Ryman,True,True,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef50f34bc8db34434a6fbef90d7c3d365fcd4846962e55402fd8108fa4ae862e.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84a036044c7c65f191e0733314e744fa881a94883cf7dfcb9b9e6bb437d9b8a3.png,enUS
GIL_156,46737,Quartz Elemental,The Witchwood,Minion,,Common,5,,5,8,,,Can't attack while damaged.,"These elementals, along with feldspar and mica, are often taken for granite.",Konstantin Turovec,True,,Elemental,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89d02132d15dd66638b2fff2aa89e8c093bca64ffacfc01aeb7bd9652d1d1b0d.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a15377879e8f9f0fdd713a427c5adc35e81eb895ccaf859b642072ffec05c08f.png,enUS
GIL_667,47557,Rotten Applebaum,The Witchwood,Minion,,Common,5,,4,6,,,<b>Taunt</b>\n<b>Deathrattle:</b> Restore #6 Health to your hero.,Key ingredient in Gilnean applesauce.,Steve Prescott,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff4a3f05ca45e481e8761c53edd5bc889a082d72a47d33e692903af2a89b8d4c.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1424459eb70f1f1c933e1d7be9f057ef82b6ddf40ae17dec7b45d70b32bd558e.png,enUS
GIL_562,47078,Vilebrood Skitterer,The Witchwood,Minion,,Common,5,,1,3,,,<b>Poisonous</b>\n<b>Rush</b>,"It aspires to be a Vilebrood Dancer, but it has eight left feet.",Tyler West Studio,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17b7add0c9b4ab754971129e0fce2b6baeeba2c73723c56bb8f67121cf350743.png,,enUS
GIL_623,47346,Witchwood Grizzly,The Witchwood,Minion,,Rare,5,,3,12,,,[x]<b>Taunt</b>\n<b>Battlecry:</b> Lose 1 Health\nfor each card in your\nopponent's hand.,You know what they say about people with big hands? Small bears.,Alex Alexandrov,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/504c2141e1ac7b849d3b3edcd866eb8f955d911f3ef9c599cd42699f20fd4681.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4d41ed8b1d3ef562de5a789a10a6fe7fd54708b493467fedbca1e919df47eeb.png,enUS
GIL_805,47836,Coffin Crasher,The Witchwood,Minion,,Rare,6,,6,5,,,<b>Deathrattle:</b> Summon a <b>Deathrattle</b> minion from your hand.,Also does weddings.,Dave Allsop,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/deb2b3052d45a6956e8c93efbcfecde9f397568b1a2887b35a296670b5a3da05.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/47070f473469cd150a0f876367924965f763d6e53611c39c5cee5f0ad9af588a.png,enUS
GIL_557,47071,Cursed Castaway,The Witchwood,Minion,,Rare,6,,5,3,,,<b>Rush</b>\n<b>Deathrattle:</b> Draw a <b>Combo</b> card from your deck.,She was an ordinary castaway... until she found that cursed volleyball.,Tyler West Studio,True,,Pirate,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/430b06d5f670f6173284336937936ebd63e93af49a5f48b1e9fa567da704e4e3.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b8c1295bf59588ca981e754d65df0ecc165f15b81879b3f2d5be6f361750ed62.png,enUS
GIL_537,47016,Deadly Arsenal,The Witchwood,Spell,,Epic,6,,,,,,Reveal a weapon from your deck. Deal its Attack to all minions.,Oh look. A Gorehowl.,Wayne Reynolds,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1cc0eba7c9ad42f704dab8f58ab6bbc33265e6bd2e36b88cdd474672be733eba.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7f94a89337f03307ab547a0d9069acd8f640107182731f83bffece69d486d20.png,enUS
GIL_692,47693,Genn Greymane,The Witchwood,Minion,,Legendary,6,,6,5,,,"[x]<b>Start of Game:</b>\nIf your deck has only even-\nCost cards, your starting\nHero Power costs (1).","Ever since Sylvanas killed his son, he's dreamed of getting… even.",Alex Horley Orlandelli,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1e99cc4d4cfa42a005705a0158057055b5a479705ec0f36386903463522aeff.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4b353887750c661e6eae5708cc8a41e7b95e78809e8b6ccaabab4ef21968e95.png,enUS
GIL_618,47295,Glinda Crowskin,The Witchwood,Minion,,Legendary,6,,3,7,,,Minions in your hand have_<b>Echo</b>.,Summon an unlimited* number of minions!**\n\n\n*Six\n**Wisps,Jomaro Kindred,True,True,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a230875dab5b535f7283f7da777bbe59f8cb6987cf2adcf1e6f13e1595481b3e.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dabedbbd5e648d12ad2c4292dd485c07d26d61d1da5bb88586518b123c831df0.png,enUS
GIL_840,48560,Lady in White,The Witchwood,Minion,,Legendary,6,,5,5,,,[x]<b>Battlecry:</b> Cast 'Inner Fire'\n_on every minion in your deck_\n<i>(set Attack equal to Health).</i>,She was a lady in polka dots until the gnomish laundromat incident.,Konstantin Turovec,True,True,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7423d1eaaed33d2766797866bed80b0a1c21bcc113dc5b947162aca15bff11c.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49810ec7aa5df138d48100362b10e4604aa363bc5f4c9289f8a98f408922114e.png,enUS
GIL_124,46667,Mossy Horror,The Witchwood,Minion,,Epic,6,,2,7,,,<b>Battlecry:</b> Destroy all other_minions with 2_or_less_Attack.,"The hills have eyes. And teeth. Pretty bad breath, too.",Jim Nelson,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b1a5a3324416e88e9af7431616fc1cbcc31a4de943103dea1bd854a118f5c19b.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3aae6579de00b47b782c0308dec8dce74df333021c9cb3ef291aea43e5f401d6.png,enUS
GIL_549,47055,"Toki, Time-Tinker",The Witchwood,Minion,,Legendary,6,,5,5,,,[x]<b>Battlecry:</b> Add a random\n<b>Legendary</b> minion from\nthe past to your hand.,"Just a twist to the left, one quarter turn to the right and … oops! Well, we didn’t need that timeline anyway.",Adam Byrne,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cb511ee4494bc2cb03f98dd34311ed5481e851a212c61575c0200a1e21c9497.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3181a992c1e20e6d236f433ae771f2e05c04811d9d243e40bb4f2ae53d031e3f.png,enUS
GIL_198,46874,Azalina Soulthief,The Witchwood,Minion,,Legendary,7,,3,3,,,<b>Battlecry:</b> Replace your hand with a copy of your_opponent's.,The cards are always golden on the other side.,Hideaki Takamura,True,True,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21b3bff8099f4106da9c922d251c13b03a056f2eec350d8b324711010318ff80.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a1e96511f31d0cbce95292896f6d2edecd1669649fc3402081fe008a25ad158.png,enUS
GIL_152,46721,Blackhowl Gunspire,The Witchwood,Minion,,Legendary,7,,3,8,,,"[x]Can't attack. Whenever\nthis minion takes damage,\ndeal 3 damage to a\nrandom enemy.","The upper windows used to be for aiming. Then we thought: ""Hey! MORE cannons!""",Jason Kang,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6400f79ffd08c94ee427ef6aebfc1c65a9353461d0121a53eb103c0d2f5cfca.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9da5cc87700287a1bf524f3257e9edf789962b41488b1a4dc5ec4ef9b82d616.png,enUS
GIL_807,47873,Bogshaper,The Witchwood,Minion,,Epic,7,,4,8,,,"Whenever you cast a spell, draw a minion from your_deck.",The tricky part is getting them to HOLD their shape.,Jim Nelson,True,,Elemental,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff501cb140af0b7927113e4c36628ed71e75322f01f5dfc068ce3fd0bac0e70d.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc8c81fa01b0580a0994590bb114658fc357ea4b3a9a878474926db522311166.png,enUS
GIL_578,47131,Countess Ashmore,The Witchwood,Minion,,Legendary,7,,6,6,,,"[x]<b>Battlecry:</b> Draw a <b>Rush</b>,\n<b>Lifesteal</b>, and <b>Deathrattle</b>\ncard from your deck.","""1 minion… ah, ah, ah! 2 minions… ah, ah, ah! 3 minions… ah, ah, ah!""",James Ryman,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/854aa6412d3f4d27d5e1a4653d1af6aec3e8221bf669ab6dacde176fa1dfd148.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/27a5bc757329d4f1dd4d47436952fbb25d5dcb494ec33c5bb7fafaf64925dd2b.png,enUS
GIL_121,46660,Darkmire Moonkin,The Witchwood,Minion,,Common,7,,2,8,,,<b>Spell Damage +2</b>,Birds of a feather Moonfire together.,Grace Liu,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ddfaf407ab2d323894f1e1b1a4a7d31630eed04866b78276219624b9547f492.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4973caad1a8a78d9cac03bbbc159541c695044dc2b654dc914f29244f33ad4bf.png,enUS
GIL_120,46659,Furious Ettin,The Witchwood,Minion,,Common,7,,5,9,,,<b>Taunt</b>,One head is a morning person. The other head hates morning people.,Chris Seaman,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/54bff169455c0546f840bffe5152b2800cd423fef04ba8ec1a2d8e8b69999fcc.png,,enUS
GIL_825,48156,Lord Godfrey,The Witchwood,Minion,,Legendary,7,,4,4,,,"[x]<b>Battlecry:</b> Deal 2 damage to\nall other minions. If any die,\nrepeat this <b>Battlecry</b>.","Betrayed the Alliance. Betrayed the Horde. All for 200 achievement points and a sweet, sweet hat.",Alex Horley Orlandelli,True,True,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ef883c941c2b5cbf2ac5f635ad765127d997b464bae57bf051b428f6e442f7e.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf5d42667ac4fab7876d5029b5b5c46040a97b15e9a7e74abc7fdc80a4f518ba.png,enUS
GIL_190,46862,Nightscale Matriarch,The Witchwood,Minion,,Rare,7,,4,9,,,"Whenever a friendly minion is healed, summon a 3/3_Whelp.","Everywhelp, get in here!",Slawomir Maniak,True,,Dragon,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b4006cbd56df2200e0fa98db65175f663acf9e863b8d7b06a24a00cb1fd8c13.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/72dd3cc9925792d980158c4ac61ddb5696e768f2cd159c8e7b287178e014fca1.png,enUS
GIL_598,47211,Tess Greymane,The Witchwood,Minion,,Legendary,7,,6,6,,,[x]<b>Battlecry:</b> Replay every card\nfrom another class you've\nplayed this game <i>(targets\nchosen randomly)</i>.,Those who cannot remember their card history are doomed to repeat it.,J. Axer,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21b0e41f788187087d54dc715cfe42a8f9677cfe4a5431ca4d6eb1c891f59f2c.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d61d6c02bfc9e2053a9e03b175aaec3e8b03f94a5fdfd2a083628a690a3e3f63.png,enUS
GIL_117,46655,Worgen Abomination,The Witchwood,Minion,,Epic,7,,6,6,,,"At the end of your turn, deal 2 damage to all other damaged minions.",Does anyone want to play dead!?,Dave Allsop,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/32317667a837b0e685d919a61854a9ca68264d571acc66e37019ffc665c22120.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31d0124a4657d710c7a5cac1f4a63e100c3fc8b84a1f7e3ded5f89bd211e4899.png,enUS
GIL_526,46988,Wyrmguard,The Witchwood,Minion,,Common,7,,3,11,,,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",They think they're trusted guardians. Dragons think they're convenient snacks.,Tyler West Studio,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53a78adcf35d9f54270332c6ca6120ce5306d41c7a06a1e5853e4c397c1740ee.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b013b6d3e8061b5dff6cf55c8c7caba53ce59243c6af7c1542fd607d5b90adea.png,enUS
GIL_119,46658,Cauldron Elemental,The Witchwood,Minion,,Common,8,,7,7,,,Your other Elementals have +2 Attack.,Decorating tip: Unused cauldrons can make a lovely elemental display.,Luca Zontini,True,,Elemental,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d541b7eb30c3f2969449a9e2429abaf998ed2271816bd918fcadb6fad432658.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b56eca485d6dbcaead31179cb2e524c581f31c49518ccc0584c6d3b58495b27c.png,enUS
GIL_118,46656,Deranged Doctor,The Witchwood,Minion,,Common,8,,8,8,,,<b>Deathrattle:</b> Restore #8 Health to your hero.,"Unfortunately, his doctorate is in Murloc Literature.",Dave Allsop,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59fa901203c25ba1a0271304e579b16a3d2f9469698d23c02201f12bdc09e2d5.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a606ed281d3703faacaa401a565890637a11b052189c48c62962eafae715bad8.png,enUS
GIL_202,46601,Gilnean Royal Guard,The Witchwood,Minion,,Rare,8,,3,8,,,"[x]<b>Divine Shield</b>, <b>Rush</b>\nEach turn this is in your hand,\nswap its Attack and Health.","Admittedly, they kind of dropped the ball with Prince Liam.",Slawomir Maniak,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/022bb7fdf90a17ae0fdbd2ff9edffab74a14e57ef6b01b8abdcc3ab4dd7aa0a9.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7fc9c652794351b104cfe72926ee73a12d023b159e176b23f682aebc8c136708.png,enUS
GIL_504,46887,Hagatha the Witch,The Witchwood,Hero,,Legendary,8,,,30,,,<b>Battlecry:</b> Deal 3 damage to all minions.,"Curse-bringer, tree-twister, mother of wretched things…Hanzo main.",Alex Horley Orlandelli,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/846c3bf5005e251ffda1abed0b78d228b64e70f29c951707571f0a64bc43d057.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a114492cefa3e03589e73f7f562cf6b71a2b44bd8c3fff6dd6da3315660632f8.png,enUS
